name,job,organization,gender,tweet_count,hebrew_name,retweet_count,avg_retweet_count,favorite_count,avg_favorite_count,word_count,avg_word_count,char_count,avg_char_count,negative,neutral,positive,compound,text,traffic_count,avg_traffic_count
Arutz_7,Media,,,153,7 ץורע,37,0.24183006535947713,107,0.6993464052287581,1099,7.183006535947713,5007,32.72549019607843,0.07356862745098038,0.8346928104575165,0.0917450980392157,0.0139156862745098,נעם סמל סופד ליעקב אגמון חכם ומצחיק היה כיף מאוד לשתות איתו ויסקי פרופ חגי לוין החיסון מציל חיים זאת האמת הילה שי וזאן תצטרף לגדעון סער זה קשקוש אני בכחול לבן ונשארת שם חכ ניסים ואטורי גנץ ונתניהו בהליכי גירושין בחנוכה שעבר הבנתי  כמו שפגעו בי בילדותי פוגעים היום בילדיי הקטנים עזבו את החוק  אנחנו נהיה הגשר ליהודי התפוצות עזבו את החוק  אנחנו נהיה הגשר ליהודי התפוצות יורוליג מכבי תא הפסידה לוילרבאן חכ משה בוגי יעלון הצביע נגד הסדרת ההתיישבות הצעירה  אמרתי לפרופסור  אני לא ישנה עם האויב פרופ עידית מטות בפגישה עם רוני קובן כשמיקי זוהר ענה לטלפון תוך כדי שידור ניקי היילי ארהב צריכה להמשיך בלחץ על איראן ועידת רבני אירופה לא להתמהמה למהר להתחסן ראש המוסד יוסי כהן בהדלקת נרות עומדים באתגרים מעניקים ביטחון חודש נוסף אילת וים מלח יישארו איים ירוקים גדולי הרבנים החרדים בקריאה חריגה לכו להתחסן נגד קורונה טיקטוק להתחסן קמפיין הרשת של הרופאים ברשת החברתית הצעירה מצפים ל200 אלף ישראלים שרת התיירות של מרוקו מזמינה לביקור אחרי עשור של עינוי דין  נולדתי מחדש זוכה אדם שישב בכלא שגריר ישראל בוושינגטון רון דרמר מסכם קדנציה ושולל כניסה לפוליטיקה ליטרת הבשר הפלשתינאית הוקמה מועצת גדולי התורה של הציונות הדתית משה ושמחה ניזרי ממגדל העמק נהרגו בדרך לחופשה בים המלח הזמן לעצור את המהפכה החוקתית השנייה לא למנות את אבי דיכטר לשגריר באמירויות אבו מאזן פועל לסכל נורמליזציה אבו מאזן פועל לסכל נורמליזציה רבנים בציונות הדתית נגד רישום הורה 1 ו2 בטפסים מעוות השר אריה דרעי לא רואה דרך אחרת אנחנו בדרך לשם חיסון בלי ביטוח חוסר אחריות אבי ניסנקורן דורש להתנות את מינוי המפכל במינוי פרקליט המדינה ככה זה כשיש שניים פרשת השבוע עם הרב עמיחי גורדין והרב חיים נבון מה חושב מנסור עבאס על טיפולי המרה התחלואה גוברת ההגבלות בדרך שרת התפוצות עומר ינקלביץ התארחה במיזם מפיצות אור נס בבורו פארק בית הכנסת בער המתפללים חולצו בשלום צפו המופע חנוכה המרכזי עם גדולי הזמר החסידי והמזרחי כך הועבר ספר התורה הספרדי מישראל לדובאי אברהם פריד ואביב גפן מכינים לנו הפתעה צפו מירי מיכאלי נפרדת מתכנית הבוקר כך יתועדפו מקבלי החיסונים השרים החליטו איכוני השבכ יופסקו שידור ישיר פסטיבל הנוער אומנוער שר המשפטים חתם על הסגרת מלכה לייפר גלי צהל נפרדת מיעקב אגמון יעקב אגמון זל מר תיאטרון יעקב אגמון זל מר תיאטרון מעוניינים בסרט טוב המתאים לכל המשפחה האגדה על סייח הכסף צפו הכנסת ספר תורה בדובאי אחוז החסימה לא מוסיף ליציבות השלטונית הרב לאו הימנעות מחיסון  סכנה ודאית תביעה בארהב זכויות החרדים נרמסים הדברים הכי מעניינים בבהוטן סיון רהב מאיר מציגה עיתון קורונה לילדים ולנוער ענישה מחמירה לעושקי קשישים מקדמים הכרה בבנות השירות שנפטרו אוקראינה הפיל חנוכיה  ונעצר כך נוצרות שריפות מקצרים חשמליים המתכון הסודי של תאי הסרטן לייצור חלבונים עשוי להפוך לנשק נגדם צפו הרב דרוקמן בהדלקת נרות חנוכה פנחס ולרשטיין היה לי ברור שהתפקיד תפור צהל מתחסן הרמטכל אביב כוכבי יהיה הראשון מועצת ישע הדרך להסדרה לא תמה נרות חנוכה הודלקו בשער השבטים ראש הממשלה בנימין נתניהו אני אתחסן ראשון ואשמש דוגמה חכ קטי שטרית יפעת החזירי את המנדט לליכוד חכ קטי שטרית יפעת החזירי את המנדט לליכוד עומר ינקלביץ הצביעה בעד הסדרת ההתיישבות הצעירה צעד חשוב לחיים נורמלים כל המדינות יהיו אדומות חכ עודד פורר ניתן להגיע ל61 מנדטים ללא החרדים תביאו תקציב והממשלה ממשיכה השר אלי כהן הדליק נרות בכניסה להר הבית מדליקים את הנשמה  המופע המרכזי של חנוכה ינקי קוינט ימונה למנכל רמי פדרציית ניו יורק תסייע ביציאה ממשבר הקורונה צפו יונים של שלום הופרחו בדובאי סיכת ביטחון נשלפה מגרונו של פעוט הסרטון של חכ ברביבאי מהחנייה בכנסת הישראלים בולטים בפורום העסקים בדובאי חכ יאיר לפיד החיסונים הם לא הישג פוליטי הנשמה הבוערת שלכם מאירה את העולם מה בין הלוכסן לנקודה הערבי הודה בתקיפה  התיק נסגר להפוך צמיחה מטרגדיה לסיפור ילדים ההיגיון ניצח התחלנו בתהליך ההסדרה ארקדי דוכין ובן כספית הסולחה ארקדי דוכין ובן כספית הסולחה השר צחי הנגבי לחכ יאיר גולן הנגבי לגולן מתבייש שהיית קצין בצבא ניגון של אור  משפחת חוטר שידור חי הכנסת דנה על הסדרת המאחזים רק כשנדבר על זה זה יעבוד משה כורסיה בשיר חדש 30 נרות  הרב מצגר נשא תפילת מי שברך לחכ ביטן באמצע מסיבת חנוכה נפטר הבמאי יעקב אגמון פיזור הכנסת יוקדם ביום ישיבת רועה ישראל עם ניגון הנצחון רוב הפלסטינים רוצים שאבו מאזן ילך הביתה פרופ גבריאל הלוי אין עילה להרשעת אריה שיף ברצח הורים נלחמים במסכים בחרו נכון את הקרבות שלכם גנץ לנתניהו כנס את קבינט הקורונה בעקבות העלייה בתחלואה שלא יקרה שוב זינוק במתן פטורים למועמדים לגיוס כך תילחם בואינג בקורונה במטוסים אביהו מדינה מספר בכאב המלחמה היתה תופת מודה לאלוהים שנשארתי בחיים גדוד נצח יהודה זכה בתחרות החנוכייה היפה ביותר בצהל 73 ממצביעי מרכז וכחול לבן בעד הסדרת ההתיישבות הצעירה 73 ממצביעי מרכז וכחול לבן בעד הסדרת ההתיישבות הצעירה סניה אפשטיין ירה באשתו נדיה והתאבד אבא רצה לפטור את אמא מהסבל שלה אגף הספריות בפתח תקווה מציג ספרים בטייק אווי גבר ואישה נהרגו בתאונה קטלנית בבקעת הירדן עפולה בית הספר הישן יהרס ובמקומו יבנה בית ספר מודרני גדעון סער בהדסה עין כרם יש אלטרנטיבה ללולאת הסגרים שהממשלה מנהיגה יוסי דגן להקים יישוב חדש במעלות חלחול רבני צהר קוראים להתחסן זה המעשה הנכון יועז הנדל נפרד ממשרד התקשורת לעשות כמה שיותר בזמן קצר יהודה ושומרון הם חלק ממדינת ישראל הרב אליהו זייני הכשרות בחיפה בידיים נכונות נעלה נילחם ננצח סגן הרמטכל אייל זמיר הדליק נרות חנוכה עם נצח יהודה כלי חדש להחייאת תוכנית הרמזור יולי אדלשטיין מי שמפיץ פייק ניוז עלול לגרום למוות של אנשים קורונה והיחס לחרדים בני גנץ לא מתכוון להחליף את אבי ניסנקורן הוא עושה עבודה טובה נס החנוכה של זהבה התעוררה אחרי 30 יום בקומה משרד הבריאות תתעוררו בחסות המצור ערבים משתלטים על קרקעות גבעת קומי אורי אנחנו האח הגדול של יהודי התפוצות אנחנו האח הגדול של יהודי התפוצות ישיבה קטנה נחלת יוסף  מקום חם לגדול בתורה בנעימות ובשמחה גוש האנטיחרם בצלאל סמוטריץ אביגדור ליברמן איש מסוכן מאוד עם אפס הישגים לתת מהאור שלך לאחרים התיירות בצפת לא נעצרת בקורונה השר מיכאל ביטון ביקר בהר חברון רצח והתאבדות באסף הרופא ראיתי את הגבר נופל ומתמוטט על הרצפה חיים וייצמן זה שיגעון השלום הזה זה שלום אמיתי אין היגיון פוליטי אבל הולכים לבחירות הנר שלי והנר שלנו הונגריה מגדירה מהי משפחה החיסונים הגיעו ואיתם מעשי התרמית גילה גמליאל עובדים מאחורי הקלעים למנוע בחירות עמותת של  שילה עשייה בונה חברה הלל ריקודים וגשם סוער בהתיישבות החדשה במעלות חלחול חידון מנורת הכנסת לחנוכה עשרות רופאים ממזרח אירופה הגיעו לישראל חנוקורונה שמח אמו של המפכל הוא יעשה טוב לעם ישראל אמו של המפכל הוא יעשה טוב לעם ישראל ישראל מתקרבת לסגר שלישי סקר 20 מנדטים לסער 14 לימינה הצפות ולכודים עקב הגשמים העזים גונדר קטי פרי מונתה לנציבת השבס כך מתכנן ליברמן להפיל את נתניהו האום ישראל ב20 המדינות הטובות בעולם,144,0.9411764705882353
Attali,Journalist,Yediot,Male,5,ילאתא יחימע,11,2.2,505,101.0,60,12.0,266,53.2,0.0,0.8074,0.19260000000000002,0.3368,yanircozin ככה yanircozin כולן קוזינות רק יניר קוזין גם לבני גנץ נקבע מועד מיוחד לחיסון ויהא זה בשלהי 2029 ilparliament יש מי שמדבר על הזזת ניסנקורן מהמשפטים כתנאי בסיסי לפתיחת מומ ובמצב כזה מוצע לתת לו את האוצר אתם רוצים לומר לי שאפילו שהקריב את כלכלת ישראל כולה ביצע טבח בצמרת משרד האוצר וסמירטט את עצמו הכל כדי לאפשר לנתני,516,103.2
Avidar,Politician,Israel_Beytenu,Male,3,רדיבא,19,6.333333333333333,383,127.66666666666667,47,15.666666666666666,217,72.33333333333333,0.08166666666666667,0.7519999999999999,0.16633333333333333,0.06766666666666665,crazyhorseloco תודה על התזכורת עובד על זה 22 הם צועדים כבר שלושה ימים תוך שהם קוראים לפטר ממשלה וראש ממשלה מושחתים וכושלים כדי שהחברה הישראלית תתחיל לרפא 12 המערכת הפוליטית גועשת יוצאים לבחירות אולי לא  יכול להיווצר הרושם המוטעה שהמחאה נרגעה טעות לפני 3 ימים יצאו,402,134.0
Avraham,Journalist,N12,Male,3,םהרבא ןורי,38,12.666666666666666,858,286.0,48,16.0,215,71.66666666666667,0.15866666666666665,0.8163333333333335,0.024999999999999998,-0.21623333333333336,אחד הרגעים המוזרים גבי אשכנזי יצטרף רק אם יהיה הגרוש ללירה גדי איזנקוט יצטרך רק אם ההצטרפות שלו באמת תעשה שינוי לברק קראו לגנץ ע rt talshalev1 לא רק פרקליט ומפכל קרוב ל60 מינויים בממשלה ובשירות הציבורי מעוכבים כבר חודשים בגלל המשבר בין הליכוד וכחול לבן זו הרשימה,896,298.6666666666667
Avriel,Journalist,The_Marker,Male,3,לאירבא ןתיא,9,3.0,13,4.333333333333333,65,21.666666666666668,295,98.33333333333333,0.1433333333333333,0.7423333333333333,0.11433333333333334,-0.21589999999999998,rt ronnylinder בקופות החולים יש כעס על העובדה שהראשונים להתחסן יהיו בתי החולים לפני הצוותים בקהילה זה המשך הקרב על הנרטיב והיוקרה שמלוו הרגולציה האירופאית יותר שאפתנית מהתביעה האמריקאית נגד פייסבוק היא כוללת חלוקת מידע עם מתחרות ורגולטורים דברים שאס בנק ישראל כבר הפסיד את הקרב על 330 ועכשיו הוא מנהל קרב על 325 זה אף פעם לא נגמר לטובתו  והסוחרים יודעים את זה,22,7.333333333333333
Azulay,Journalist,Ynet,Female,5,יאלוזא ןרומ,8,1.6,217,43.4,88,17.6,405,81.0,0.0366,0.8408,0.1222,0.28628,שלוש חברות כנסת מכחול לבן תמכו בהצעה של סמוטריץ להסדרת ההתיישבות הצעירה עומר ינקלביץ פנינה תמנו שטה והילה שי וז שס מתנגדת עקרונית להורדת אחוז חסימה אבל תתיישר עם עמדת הקואליציה האם זה יעזור לאלי ישי מלכיאלי משיב תרשי לי השרה גילה גמליאל הבוקר אם בנט מתכוון להצטרף לממשלת נתניהו אחרי שיצטרף כבר עכשיו וימנע בחירות בדרך לעבודה או למתעוררים לאט בבית תכנית הבוקר של ערוץ כנסת מתחילים ב8 סיפור מעניין הבוקר בידיעות אחרונות וynet הימור שלי בהמשך לפרסום אם יהיו בחירות יהיו חיבורים צפויים אבל גם כאל,225,45.0
Barak,Politician,Likud,Female,2,קרב,2,1.0,67,33.5,40,20.0,189,94.5,0.0285,0.879,0.0925,0.28135,"נפלה בחלקי הזכות הגדולה לנהל את הישיבה שבה העברנו בקריאה טרומית את הצעת החוק מרקם החיים  הסדרת ההתיישבות הצעירה
א כשאני ממהרת מוקדם בבוקר ליום עמוס של חקיקה ועשיה פוליטית והחניון ריק כי הגעתי לפני כולם גם בקואליציה וגם באופוזיצי",69,34.5
Barbivay,Politician,Yesh_Atid,Female,1,יאביברב,0,0.0,20,20.0,14,14.0,74,74.0,0.114,0.886,0.0,-0.4767,לשאלתי השיב עכשיו yuliedelstein כי החיסונים לא יחלו לפני שיוסדר פיצוי למי שיפגע מהחיסון,20,20.0
Barkat,Politician,Likud,Male,1,תקרב,5,5.0,329,329.0,24,24.0,113,113.0,0.089,0.769,0.142,0.296,אני תומך בהצעת החוק להסדרת ההתיישבות הצעירה שתעלה היום להצבעה במליאת הכנסת הגיע הזמן לתקן את העוול כלפי החלוצים שבונים ומחזקים את ארצנו ,334,334.0
Baron,Journalist,Globes,Female,16,ןוא-רב הנולא,15,0.9375,296,18.5,193,12.0625,914,57.125,0.074,0.8183750000000001,0.10756249999999999,0.005206250000000013,leibniznewton_i תודה מוזר באמת כנראה בהיסח הדעת הסרתי איזה חיסון עדיף globesnews leibniznewton_i צודק ולא צודקת  leibniznewton_i לא מוצאת את זה ממתי זה leibniznewton_i אכן לא הגיוני צודקת מוזר מאד ולא זכור לי שעשיתי לייק לזה אני דוקא ממש משתדלת לשים לב ולא לעשות onetruth011 הכרחית לאמון הציבור או עדיף לפרק 2 דעות על מועצת העיתונות onetruth011 הכרחית לאמון הציבור או עדיף לפרק 2 דעות על מועצת העיתונות onetruth011 לא זוכרת מה יובל קרניאל כתב בהקשר הזה אבל אני לא סותמת פיות onetruth011 snirs73 תגדיר כלי תקשורת rothmar חוששתני שלעמית הפתרונים zviashkenazi הי צבי אני לא העורכת של העיתון ואני לא רואה את העיתון טרם הדפסתו או מעורבת בכתיבתו לכן מעצם הגדרת  כשגם עמית סגל וגם עינת פישביין מהאתר המקום הכי חם בגיהנום טוענים שאני לא עיתונאית בתשובה לשאלתי מיהו עיתונאי rt thewhistleil דלקת קרום המוח פרכוסים שבץ מוות ומה זה בכלל אניפלקסיס אם נתקלתם בפוסט שטוען שאלה תופעות הלוואי של החיסון לקורונה  rt globesnews רשימת הנגעים המבהילה שקיבלתם בווטסאפ לא קשורה לחיסון של פייזר rt anatbein דורנר לא אמרה אמת בישיבת מועצת העיתונות האשה  שנוזפת קשות במי שלט מכנה אותה השופטת ושעומדת בראש גוף שאמון על אתיקה עיתונאית,311,19.4375
Ben-Haim,Journalist,Reshet,Male,23,םייח-ןב ישיבא,19,0.8260869565217391,366,15.91304347826087,347,15.08695652173913,1708,74.26086956521739,0.10778260869565218,0.8091304347826087,0.08304347826086957,-0.09445652173913045,"miye1ipqjnggwhu yossi_haim1 ariyederi yanki_dery lililil1ililil miritushder askwfwwjxapgdjt jsofky2cnopndtw miye1ipqjnggwhu yossi_haim1 ariyederi yanki_dery lililil1ililil miritushder askwfwwjxapgdjt jsofky2cnopndtw פרסום ראשון מלחמת תרבות מבכירי רבני הציונות הדתית בקול קורא 
לא לתת לגיטימציה לטפסים בהם מוחלפים המושגים הבסיסי rt avishaybenhaim מחלוקת הובס  לוק באשר לייצר לב האדם 
רע מנעוריו או טוב מנעוריו 

יש לי התערבות חשובה באשר לתוצאות שיתקבלו כאן א amirgu זו אכן נקודה מדהימה כי היית מצפה שיהיה איזה שהוא ערעור ביטחון עצמי חרדי כתוצאה מזה אבל זה לא קיים eyaldatz ראיתי חייכתי ויתרתי קל מידי eldad49387047 raytenronen הטענה שלי היא שהבסיס שמניע את כולנו ומגבש עמדותינו הוא הזהויות 
אנחנו לא פועלים על urieldenn אתה מתכוון לתנך על הניסים ועל החיסונים אשר חולל ה לחרדים ofirein רגע זה עוד שלב לפחות קודם אנחנו סגורים על זה שאזרח ישראלי לא צריך הוכחות שנתניהו יעד מרכזי של המשטרה
לפ ofirein לא אופיר אם יש משהו כל כך פשוט אז אזרחים לא צריכים שיאכילו אותם בכפית אלא הם יכולים לראות אותו לבד

אזרח guy_l1 אוי באמת חלילה guy_l1 אוי באמת חלילה guy_l1 חלילה מעולם לא טענתי לגזענות של דב חנין איזו מין שיטת דיון זו להמציא השמצות מכוערות שמעולם לא אמרתי  netaneleli froike2 יפפפה guy_l1 זו טענה חכמה וחשובה אבל לא קשורה לקודמת המופרכת maratho22860844 מה פתאום להפך כתבתי כדי שנוכל לבדוק לטווח ארוך דווקא כשברור שסער עכשיו בסקרים יתחזק הוא שיחת היום guy_l1 אתם טוענים שחשיפת הגזענות שלכם היא אקט גזעני שמהאבק נגד הדיכוי הגזעני הוא גזענות

 זה מרהיב 
זה הגמוני banboons_dum זה שעשוע בלבד כי זה לא ממש בדיק כי יש עוד כל מיני משתנים יכול להיות שסתם הם יברחו מסער כי תקום אופציה נוספת guy_l1 הניסיון הקולוניאליסטי שלך להפוך את המאבק נגד הגזענות שלכם לגזעני בעצמו הוא ממש ממחיש טענתי בדבר ההגמוניה dramaskills ככה היה גם בסקרים הראשונים של גבאי למשל ובסוף ישראל הראשונה ברחה לו ולא הייתה מסוגלת להצביע לו 
נבדוק את זה asg1241810441 nimidana אוווו לא אפתח כרגע אבל בוודאי שיש לי משנה שלמה על יחסי כוח של דיכוי בספורט הישראלי בין יש maratho22860844 לא בודקים ככה אני יודע שהוא עולה בסקרים כעת 
צריך לבדוק את ההשפעה בקלפיות של ישראל הראשונה כמו שקרה לפרץ גבאי מופז ",385,16.73913043478261
Ben-Ovadia,Journalist,Kann,Female,3,הידבוע-ןב ילט,0,0.0,83,27.666666666666668,15,5.0,85,28.333333333333332,0.0,0.5643333333333334,0.43566666666666665,0.4067333333333334,guypch2news orly_levy מיד כשתסיים את תפקידה ההיסטורי יותר מדי זמן פנוי מיותר oved_oraha בבקשה בשמחה,83,27.666666666666668
Bennett,Politician,Yamina,Male,4,טנב,64,16.0,1789,447.25,65,16.25,316,79.0,0.075,0.80225,0.12275,0.14557499999999998,"יש בני אדם אמיתיים שסובלים 
בעלי עסקים שפשטו רגל בגלל קונספציית הסגרים והאקורדיון 

מאות אלפי מובטלים 
3000 נפטר ivgiz זה בגלל שאני לא יכול לנשום מהציוצים שלך אפשר להשיב את הפרנסה לרבבות עובדי התעופה המובטלים בישראל 

סיימתי ישיבת עבודה חמישית  עם ראשי איגוד הטייסים

ה איווט
צו השעה האמיתי הוא לעזור ל800 אלף המובטלים לא ל4 פולטיקאים 

תוכנית כבר יש 
אתה מוזמן לעזור היתר לא מעני",1853,463.25
Bigman,Journalist,Israel_Hayom,Male,13,ןמגיב אביקע,19,1.4615384615384615,1242,95.53846153846153,102,7.846153846153846,586,45.07692307692308,0.014153846153846154,0.8989230769230769,0.08692307692307691,0.1234076923076923,yanircozin onetruth011 avishaigrinzaig israelcohen911 החום זה קאסוטו לדעתי yanircozin avishaigrinzaig israelcohen911 אנציקלופדיה מקראית כולם מתעסקים בקומץ מתנגדי חיסונים וחושבים שזה אמור לעניין את כולנו כאילו זה היה מינימום פריימריז במפלגת העבודה giladzw giladzw keslasy אימפריה שאינה מודעת לאימפריותה חדשות חוץ צולם הבוקר ברואנדה בניגוד לפרסומים מה שאמרתי לפני שלוש שעות הוא לא מה שאני אומרת עכשיו בהתאם לפרסומים היא יור ועדת הקורונה ותפקידה לדאוג לאינטרסים של הקורונה zivyekutieli felixgoldberg1 hkim14050017 כתוב שם מפשעה חרדיות לא יכולות לא יודע מה יקרה בדרך אבל איכשהו בנט תמיד מסיים את יום הבחירות עם הודעות מוקלטות אחיי בני הציונות הדתית hagaygolan פששש תתחדש ואוו בהצלחה לקטמנדוז,1261,97.0
Boker,Journalist,Reshet,Male,4,רקוב גומלא,1,0.25,104,26.0,77,19.25,359,89.75,0.0795,0.90975,0.0105,-0.24377500000000002,"החלטה חשובה הערב של ועדת השרים למשבר הקורונה אחרי העוול שנעשה לתושבי הערבה
ישובי המועצה האזורית הערבה התיכונה יתו ממוצע המשקעים של חודש דצמבר באשדוד עומד על 175 מילימטר 
היום עד עכשיו 125 מילימטר 
היו הצפות בכמה רחובות אבל עי ההתפרצות בבית האבות גני יעלים בבאר שבע שנחשפה בחדשות 13 עד כה אובחנו 16 דייירים כחולים מאומתים ו5 אנשי צוות 
משפ התפרצות בבית אבות בבאר שבע 9 דיירים ודיירות פונו הבוקר מגני יעלים בעיר לאחר שאובחנו כחולי קורונה",105,26.25
Breiner,Journalist,Haaretz,Male,5,רניירב שוג,71,14.2,1553,310.6,69,13.8,329,65.8,0.1252,0.7851999999999999,0.0898,0.1544,rt itamarcohen100 משה חוגג לווה 50 מיליון שקל מעבריין מורשע והבטיח בתמורה את שחקני ביתר ירושלים  שוקי שדה ורותי לוי themarker aronrabino1 הציניות מיותרת ניסנקורן שולח את מלכה לייפר בשעה טובה לעמוד לדין באוסטרליה יום אחרי ההחלטה בעניינה פתאום אני רואה שלא העליתי את כל הקטע מכהן אז הנה המחשבה ההזויה של שלטון להרתיע אזרחים ממימוש חופש הביטוי לא תצליח אומר עוד ברק כהן לאחר חקירתו ביחידה לפשעים חמור,1624,324.8
Calcalist,Media,,,18,טסילכלכ,7,0.3888888888888889,48,2.6666666666666665,302,16.77777777777778,1369,76.05555555555556,0.05538888888888888,0.8415,0.10316666666666666,0.12247777777777778,"שנת הקורונה ללא ספק הייתה טובה למקנזי סקוט קריקטוריסט 
161220
צח כהן חשבתם שעד עכשיו הממשלה הזו הייתה משותקת החשב הכללי לאוצר יהלי רוטנברג מתריע שהשיתוק האמיתי רק עומד להתחיל קיים חוסר אמון במדיניות הממשלה שינויים בלתי צפויים ובלבול בהנחיות  מקשים על מעסיקים להציע משרות חדשות כך נוצר מצב בו ב מקרה קלאסי של דייט גרוע שמתחיל  עם המון ציפיות ובסוף כל אחד חושב שהשני ישלם בנק ישראל קבע כי החל מבעוד שבועיים תבוטל המגבלה לפיה ניתן לקחת רק שליש מהמשכנתא בריבית פריים roeebe מסביר מה צרי שנה וחצי אחרי ההשקה הרשמית בישראל נינטנדו נמצאת במסלול המהיר למיינסטרים המקומי מייסד החברה ערן תור הגיע לפודקאסט גם בשביל סויה אנחנו הורסים את עולם 160 חברות איימו על תאגידי מזון וחקלאות הסוחרים בסויה מברזיל כי יטילו עליהם סנקצ החברה שמפעילה פלטפורמת מסחר מקוון מצפה למכור היום מניות תמורת לפחות 11 מיליארד דולר לפי שווי חברה של יותר מ14 מי איך מצמצמים פערים חברתיים מהו שוויון הזדמנויות אמיתי ואיך יוצרים תנאי פתיחה זהים לילדי הפריפריה והמרכז  אלה הנושא החברה התחייבה לבנות את המלון עד 2016 אלא שעד כה היא לא עשתה דבר חוץ מלחפור בור למה קנס של 14 מיליון לא מזיז לחברה נציגי ענף הכושר והבריכות נפגשו עם השר יולי אדלשטיין וסיכמו על מתווה לפתיחה לאחר חודשים של נתק האיום שיפתחו גם ללא rt gutmanlior בעקבות ההצפות תוכניות בינוי חדשות יחויבו בטיפול מיוחד בניקוז rt abouavior ועדת כלכלה חוזרת בה לבזק יינתנו 6 שנים לסיים לפרוס את האזורים בהם תבחר במקום 5 שנים כמו שהוחלט בתחילת השבוע ינתנו לה מקס משכנתא צמודה למדד מסוכנת הרבה יותר מזו במסלול הפריים שקיבל עכשיו רוח גבית הסיבה יש יותר סיכוי שהאינפלציה תזנק מאש בעקבות חשיפת כלכליסט כי סקר ממשיכה לייצג לקוחות מול שופטים שבקידומם היא דנה בניגוד לחוק הוגשו פניות לשר המשפטים ב את התוכנית להרחבת הכנסת כבר ראיתם את התוכנית להרחבת הכנסת כבר ראיתם",55,3.0555555555555554
